,price,total_square,floor
76746,11294140,54.5,10
76747,43007500,98.2,8
76748,5500000,24.0,3
76749,10817484,44.2,15
76751,29999999,74.0,16
76752,15500000,57.8,7
76753,18610050,69.5,22
76754,19900000,44.3,4
76755,26242029,55.81,4
76756,10650000,32.0,4
76757,11690000,45.0,2
76758,37895000,69.0,23
76760,9000000,37.0,7
76761,21200000,48.0,12
76762,11700000,37.1,9
76763,15424948,43.0,11
76764,12800000,46.0,9
76765,30000000,48.0,13
76766,9500000,32.0,8
76768,30973800,79.42,4
76769,10865430,26.1,33
76770,17700000,53.0,2
76771,26162697,79.88,20
76772,5100000,30.5,3
76773,21000000,78.0,4
76774,17500000,42.4,5
76775,41276054,95.9,4
76777,12200000,36.5,10
76778,27679684,58.0,18
76779,12789000,39.4,15
76780,7000000,54.5,7
76781,12999000,50.0,3
76782,66516560,110.0,4
76783,22000000,76.0,6
76784,15600000,75.0,4
76785,18300000,118.0,5
76786,15800000,59.4,2
76787,7950000,30.5,5
76788,17000000,50.0,4
76789,18977941,54.9,26
76790,14950000,53.0,7
76792,26280120,79.88,22
76793,19575000,58.0,20
76794,10283030,34.0,13
76795,17869472,38.4,8
76796,20468160,55.62,24
76797,15500000,68.0,2
76798,6600261,54.03,13
76799,5650000,38.0,1
76800,16524810,36.85,6
76802,7600000,38.5,7
76803,32497920,65.1,3
76804,7050000,47.6,4
76805,59500000,79.0,19
76806,110000000,121.9,2
76807,24200000,74.0,7
76808,14300000,57.6,16
76809,17274080,67.0,17
76810,28900000,136.0,17
76811,17635904,53.3,12
76812,7500000,42.0,11
76813,9351800,43.7,12
76814,78610480,128.0,14
76815,27000000,68.7,4
76816,12691794,36.73,13
76817,9400000,43.0,1
76818,12300000,45.0,1
76819,41992340,112.58,2
76820,8500000,31.0,12
76821,53000000,100.2,3
76822,10264498,38.1,7
76823,11950000,38.0,9
76824,29947500,110.0,28
76825,56000000,108.0,15
76826,6500000,34.1,5
76828,12999000,62.0,12
76829,18995000,65.5,5
76830,20950000,60.0,3
76831,25850000,55.0,6
76832,12800000,51.0,15
76833,16000000,58.4,2
76834,10150000,37.7,9
76835,7900000,44.6,1
76836,25146000,45.0,8
76837,13500000,38.9,4
76838,13500000,39.0,9
76839,52000000,110.0,8
76840,16889333,86.7,2
76841,13850000,62.0,10
76842,8600000,44.7,3
76843,7687661,38.18,5
76844,8160000,45.0,10
76845,16640000,64.0,2
76846,8371265,37.6,8
76847,32500000,55.7,9
76848,9200000,30.5,5
76849,58120000,98.5,11
76850,14000000,52.0,5
76851,85000000,130.0,3
76852,12348000,59.8,18
76853,18700000,51.3,13
76854,8600000,52.1,2
76857,19464157,69.7,29
76859,16500000,38.0,4
76860,8550000,57.5,9
76861,16100000,80.6,6
76862,12500000,73.2,10
76863,28090000,121.0,3
76864,7000000,44.2,4
76865,6800000,42.0,3
76866,7644897,26.43,23
76868,65000000,135.0,9
76869,51000000,105.0,21
76870,6250000,36.0,10
76871,8100000,41.8,10
76872,6500000,45.4,10
76873,18122000,53.3,14
76874,6800000,49.4,2
76875,69000000,100.0,8
76876,26161643,60.3,21
76877,35000000,120.0,9
76878,7395626,27.02,24
76879,10200000,38.0,1
76880,11500000,62.6,11
76881,8200000,27.0,4
76882,14750000,65.1,5
76883,15450000,70.0,5
76884,7200000,32.0,2
76885,9406368,32.0,19
76886,12800000,80.0,15
76887,24829920,40.1,2
76888,7377777,34.0,12
76889,9500000,37.1,5
76890,7600000,32.8,5
76891,10951680,43.0,17
76892,12499000,54.0,1
76893,7200000,37.2,3
76894,11278900,35.9,11
76895,9300000,42.1,4
76896,19950000,87.3,2
76897,28300000,84.2,8
76898,26900000,44.5,13
76899,38000000,111.3,12
76900,6874064,26.9,17
76901,19500000,98.0,12
76902,40189240,67.0,11
76903,38000000,99.1,9
76904,20100000,79.0,5
76905,13900000,30.0,19
76906,14500000,52.0,7
76907,8200000,44.0,9
76908,13100000,77.0,18
76909,16439378,52.5,16
76910,24957072,78.6,2
76912,29029680,59.0,37
76913,9800000,47.0,1
76914,15000000,36.9,16
76915,5100000,31.5,1
76916,65000000,112.4,4
76917,17000000,58.2,6
76919,11990000,43.0,1
76920,13500000,55.0,1
76922,9800000,35.0,2
76923,8100000,32.4,8
76924,17800000,102.0,13
76925,11050000,41.3,9
76927,19800000,64.0,1
76928,9300000,29.0,5
76929,14500000,51.4,4
76930,15800000,74.0,13
76931,12900000,78.2,21
76932,16253400,52.6,17
76933,5250000,39.0,5
76934,7190000,40.0,15
76935,16500000,43.9,2
76936,13400000,40.5,20
76937,17500000,80.0,15
76938,10035755,33.0,13
76939,15499000,42.0,6
76940,6472147,43.51,4
76941,11251800,60.0,7
76942,23500000,75.2,3
76943,16500000,103.5,6
76944,15165930,48.1,3
76945,13964086,27.0,6
76946,10000000,35.0,2
76947,14470995,38.5,23
76948,7481447,27.77,23
76949,23990000,78.0,7
76950,9109321,42.0,7
76953,97000000,119.2,3
76954,19500000,127.5,2
76955,9410500,28.0,2
76957,14200000,44.6,7
76959,21490000,31.0,6
76960,41350736,69.2,15
76961,13500000,45.0,5
76962,10500000,57.0,8
76963,73103273,104.39,20
76964,7700000,58.4,1
76965,8300000,51.0,15
76966,25200000,61.0,3
76967,21500000,56.5,9
76968,18000000,52.6,6
76969,13100000,47.52,2
76970,6150000,31.2,1
76971,17586800,57.0,22
76972,22220000,78.0,12
76973,5650000,42.65,2
76976,15400000,73.2,10
76977,43990000,112.0,15
76978,15500000,58.0,19
76979,28203573,65.8,13
76980,28000000,100.0,15
76981,17000000,74.0,14
76982,10200000,39.7,17
76983,26500000,85.0,6
76984,6150000,40.6,4
76985,31500000,60.0,2
76986,19300000,84.0,17
76988,6600000,33.6,5
76989,12999000,53.6,7
76990,13000000,87.4,6
76991,11200000,44.0,2
76992,15000000,58.5,10
76993,6667352,43.51,10
76994,11068225,44.0,31
76996,5500000,34.0,5
76997,38500000,93.9,34
76998,12200000,59.0,13
76999,22500060,46.7,2
77000,13299999,40.0,14
77001,14147137,60.0,12
77002,10200000,73.0,9
77003,22201928,58.4,16
77004,14500000,35.0,6
77005,23252832,58.0,45
77007,120314040,134.72,8
77008,18314558,37.13,23
77009,27778170,65.1,43
77010,107480000,119.69,21
77011,50500000,110.9,5
77012,74460660,136.52,20
77013,22200000,46.0,24
77014,14300000,62.8,6
77015,19999000,78.0,16
77016,12811424,50.87,17
77017,13923197,48.2,10
77019,8593797,43.0,8
77020,11800000,47.3,12
77021,12500000,59.8,25
77022,49588564,74.37,5
77023,11900000,53.2,20
77024,14799000,48.5,2
77026,56695408,111.0,10
77027,23690000,45.0,7
77028,43647960,85.2,8
77029,38000000,85.9,3
77030,10941267,35.0,13
77031,5950000,43.2,2
77032,10500000,34.6,4
77033,9194328,26.0,32
77034,12999000,53.1,12
77035,11100000,47.3,8
77036,26000000,77.1,22
77037,21460000,61.06,9
77038,56800000,89.0,16
77039,12500000,43.7,3
77040,17900000,56.0,3
77041,13900000,54.0,1
77042,11500000,32.0,1
77043,6900000,45.0,17
77044,10990000,37.9,7
77045,17900000,64.3,6
77046,12000000,63.7,15
77047,61360000,118.0,7
77050,14100000,37.5,25
77051,17775574,61.0,16
77052,12450000,89.0,6
77053,10400000,54.0,5
77054,5300000,32.0,5
77055,10000000,30.6,1
77056,14999000,58.2,7
77057,16000000,68.6,2
77058,5487108,35.3,15
77059,13728457,55.01,24
77060,8749860,25.0,2
77061,12500000,32.0,2
77062,13656961,45.0,3
77063,7500000,36.2,5
77065,10600000,40.0,4
77066,8250000,44.3,1
77067,19000000,72.6,16
77068,10000000,49.4,3
77069,12150000,72.0,23
77070,8000000,67.0,3
77071,8100000,39.0,16
77072,18000000,84.0,8
77073,8500000,47.2,9
77074,20841956,39.0,31
77075,6900000,30.8,3
77076,8500000,47.0,8
77077,29900000,73.7,16
77078,12000000,51.7,8
77081,8900000,35.0,2
77082,10200000,35.6,14
77083,16659360,50.3,13
77084,12750000,53.7,4
77085,9300000,37.6,1
77087,33000000,70.0,2
77089,25145835,61.7,18
77090,10699000,37.7,3
77091,18400000,60.0,1
77092,19734000,71.5,21
77094,13500000,38.0,8
77095,10443060,24.9,9
77096,12900000,46.2,16
77097,19900000,53.7,12
77098,22500000,68.4,13
77099,23534500,77.8,13
77100,12900000,69.0,5
77101,13850000,48.8,5
77102,9900000,65.5,11
77103,12500000,60.1,12
77104,11300000,51.0,12
77105,11228395,51.4,10
77106,18000000,64.5,3
77107,16000000,69.0,3
77108,10800000,38.5,9
77109,8338065,25.8,10
77110,16900000,52.2,8
77111,9350000,41.0,12
77112,21500000,72.0,2
77113,12000000,45.0,5
77115,15800000,56.5,19
77116,9000000,62.0,2
77117,12750000,78.3,9
77118,8586900,60.9,1
77119,9724777,25.7,8
77120,13500000,40.0,5
77121,8622315,27.2,6
77122,8200000,35.4,10
77123,55000000,111.6,4
77124,15200000,58.4,6
77125,19496000,36.56,7
77126,19229936,55.47,2
77127,12000000,58.9,10
77128,14650000,78.2,13
77129,14978300,74.15,12
77130,10650000,37.0,6
77131,14639034,85.2,5
77132,31500000,74.3,29
77133,15000000,41.8,5
77134,18470000,40.0,2
77135,47000000,151.5,12
77136,28264008,64.0,30
77137,7129978,54.46,1
77138,13700000,52.2,12
77139,63055000,66.1,4
77140,53000000,108.4,3
77141,35189152,57.0,36
77142,11000000,75.6,2
77143,9990000,62.6,11
77144,12790000,40.0,4
77145,24346859,55.7,2
77146,10300000,39.0,19
77147,8100000,33.0,3
77149,12000000,51.0,1
77150,30870000,63.34,18
77152,60789960,130.9,3
77153,8700000,53.6,3
77154,12990000,60.9,14
77155,25397977,43.78,8
77156,14000000,74.0,3
77157,17300000,30.0,2
77158,22439037,39.7,9
77159,22000000,75.5,2
77160,19880000,82.0,1
77161,6320320,43.51,8
77162,15700000,52.2,3
77163,42500000,112.5,6
77164,16315750,38.39,25
77165,10500000,36.6,5
77166,20500000,85.4,8
77167,47000000,96.8,11
77168,17209675,107.5,16
77169,9080000,32.0,3
77170,29730000,61.29,14
77171,11500000,46.0,1
77173,7650000,24.0,7
77174,8002241,34.1,5
77175,13790000,39.0,11
77176,11100000,45.0,5
77177,16700000,79.0,9
77178,20500000,53.0,6
77179,40000000,97.0,14
77180,42283200,114.9,20
77181,25956144,50.0,11
77183,18089892,59.94,10
77184,10000000,51.8,5
77185,32695461,101.4,3
77186,14300000,50.5,5
77188,16500000,40.3,10
77189,5300000,35.5,3
77190,12415000,38.0,12
77191,13700000,76.4,3
77192,39280000,79.44,16
77193,8370000,33.0,21
77194,39900000,63.9,15
77195,12100000,47.0,5
77196,11750000,26.0,10
77197,12677960,64.8,6
77198,35799999,85.0,10
77199,9600000,44.9,3
77200,24718550,66.78,32
77201,33618200,90.86,6
77203,15900000,64.7,5
77204,30000000,96.8,5
77205,26500000,93.1,2
77206,19100000,74.6,9
77207,13109807,37.4,41
77208,8300000,34.0,4
77209,11740350,34.03,7
77210,107000000,116.7,4
77211,7700000,32.8,4
77212,15155276,79.72,17
77213,14249600,30.5,32
77214,27000000,82.5,2
77215,18257130,39.0,9
77216,13200000,39.0,18
77217,10250000,38.4,2
77218,23490072,69.27,22
77219,14600000,86.5,17
77220,19358051,78.8,4
77221,14400000,38.0,10
77223,14000000,53.6,17
77224,24000000,85.5,2
77225,11340634,38.7,14
77226,25000000,72.2,9
77227,32982950,85.67,6
77228,13350000,71.0,5
77229,9500000,59.2,11
77231,25000000,56.0,1
77232,12100000,43.0,1
77233,23803272,62.3,8
77234,13500000,35.0,10
77235,19100000,58.6,9
77236,9000000,42.7,25
77237,44999999,84.26,6
77240,6300000,33.2,2
77241,14500000,62.0,11
77242,9750000,33.0,1
77243,21000000,76.0,3
77244,15000000,43.0,1
77245,8400000,30.1,4
77246,26850000,59.8,4
77247,19990000,77.0,17
77248,12300000,61.4,3
77249,21104800,71.0,7
77250,9300000,38.59,9
77251,23500000,67.0,4
77252,14790000,64.0,3
77253,9800000,29.5,3
77254,10755667,40.0,4
77255,22650000,63.0,4
77256,21170000,44.96,11
77257,17082224,50.0,3
77258,8450000,55.0,14
77259,13400000,59.9,14
77260,19500000,73.0,6
77261,18000000,73.9,6
77262,13500000,81.9,5
77263,8300000,30.5,5
77265,6000000,39.3,3
77267,9123300,27.9,20
77268,49500000,62.2,6
77269,15600000,58.0,15
77270,22953510,56.3,17
77271,12645744,63.1,5
77272,16088798,93.1,12
77273,5000000,25.5,2
77274,5900000,30.5,3
77275,8800007,42.0,3
77277,15000000,44.0,14
77278,9000000,38.2,2
77279,30600000,84.8,22
77280,11053255,34.4,9
77281,77000000,92.0,16
77282,16500000,61.9,7
77283,19680000,35.37,21
77284,15000000,78.0,7
77285,33778368,69.41,26
77287,35000000,80.0,35
77288,28750000,66.9,18
77289,7000000,43.2,8
77290,16000000,62.0,3
77291,12700000,52.0,14
77292,13508460,42.6,2
77293,39900000,93.5,16
77294,36700000,65.0,1
77295,15000000,54.8,5
77296,18300000,58.2,6
77297,16900000,55.8,2
77298,14800000,60.0,25
77299,16700000,102.6,9
77300,19650000,41.0,24
77301,12300000,70.3,7
77302,12420000,44.4,9
77303,10500000,47.6,4
77304,19000000,71.0,9
77305,26878280,102.0,21
77306,35432250,83.37,26
77307,13100000,81.0,7
77308,60000000,105.0,31
77309,44348600,71.3,19
77310,56000000,138.7,4
77311,12396124,34.7,10
77312,8400000,69.0,10
77313,16798748,53.0,46
77314,26315000,65.5,8
77315,8999000,36.0,25
77316,13200000,40.0,16
77317,11200000,54.0,8
77318,45000000,65.2,12
77319,13200000,84.8,7
77320,90000000,121.9,26
77321,37900000,98.3,22
77322,24091680,42.0,36
77324,5500519,40.27,9
77325,8000000,40.7,5
77326,13100000,49.5,7
77328,21500000,67.6,2
77329,43958160,103.92,10
77330,13549615,59.4,4
77332,17200000,61.9,4
77333,11800000,38.2,5
77334,55412200,92.2,5
77335,14963030,55.0,7
77336,10754312,39.0,4
77337,45000000,66.0,17
77338,60000000,136.0,15
77339,13000000,63.0,9
77340,8950000,63.7,11
77341,15150000,80.3,2
77342,11172910,32.06,13
77343,28500000,87.4,8
77344,12700000,50.6,2
77345,34500000,98.0,20
77346,26443520,56.6,19
77347,17000000,63.0,4
77348,14100000,47.5,17
77349,9000000,37.5,11
77351,18900000,90.6,22
77352,7450000,35.5,5
77353,18900000,44.4,30
77354,11500000,50.0,7
77355,16075603,75.2,4
77356,28000000,69.1,1
77357,8800000,31.1,8
77358,12300000,56.3,7
77359,12650000,60.0,6
77360,30100840,61.6,2
77361,22200000,80.4,3
77362,10500000,42.6,6
77363,25400000,64.0,1
77364,46884487,113.3,5
77365,12200000,37.2,13
77366,13000000,52.4,7
77368,5450000,32.0,2
77369,16000000,77.0,3
77370,20000000,83.0,12
77371,37610314,70.6,8
77374,40000000,115.0,23
77375,12600000,45.0,2
77376,16000000,54.0,4
77378,30160176,78.2,22
77379,11200000,31.2,4
77380,15000000,74.2,4
77381,36750000,108.1,7
77382,14300000,34.0,39
77383,20000000,61.5,6
77384,9117783,37.7,8
77385,12645085,76.3,8
77386,14889884,75.5,2
77387,7500000,42.1,5
77388,15978894,53.0,11
77389,9591432,37.46,7
77390,19591152,85.61,4
77391,19000000,76.2,2
77392,18500000,38.0,14
77393,12741995,72.7,6
77394,15809389,62.0,5
77395,13990000,85.0,15
77396,20560000,43.0,17
77397,17512119,43.53,9
77398,22508506,70.2,31
77399,6650000,35.3,8
77400,17767500,40.5,2
77402,16000000,32.0,9
77403,15350000,52.0,12
77404,9686811,40.5,5
77406,11000000,44.3,2
77407,14085792,23.8,7
77408,30900000,78.0,10
77409,48200000,127.0,2
77410,7374318,26.3,21
77411,12800000,83.0,4
77412,12500000,63.4,2
77413,6750000,43.4,3
77414,7430624,24.0,5
77415,20450000,72.0,16
77416,21450000,62.0,8
77417,13300000,62.3,12
77418,13400000,52.0,6
77419,18900000,82.0,12
77420,40500000,67.0,15
77421,5050000,33.6,6
77422,19900000,62.4,7
77423,19000000,75.2,9
77424,28489773,66.3,2
77425,27000000,60.1,32
77426,34000000,102.0,7
77427,11000000,47.9,12
77428,16900000,62.0,10
77429,18716936,74.0,3
77430,62990000,73.0,7
77431,8000000,53.0,3
77432,7000000,37.0,20
77433,14500000,47.5,1
77434,20200000,72.0,16
77435,21034838,41.5,13
77436,15200000,64.4,12
77437,6979039,36.3,20
77438,18100000,77.6,7
77439,11300000,59.0,17
77441,48000000,98.0,13
77443,15750000,53.6,13
77445,14500000,80.2,11
77446,41179320,84.0,38
77448,15143268,55.93,17
77449,18950000,53.0,2
77450,18035265,38.6,9
77451,28700000,71.0,8
77452,37892155,72.1,43
77453,34000000,51.5,5
77454,62244000,148.2,3
77455,7950000,52.7,2
77456,6700000,39.3,8
77457,13687455,41.3,10
77458,11950000,45.8,5
77459,21000000,62.0,22
77460,14400000,39.0,15
77461,33953272,61.0,25
77462,18344424,38.0,6
77463,17990000,71.2,4
77464,10550212,40.0,5
77465,8550000,41.5,23
77466,11500000,54.3,17
77467,12400000,60.0,4
77468,12700000,51.8,2
77469,12521486,38.0,12
77471,11106750,44.25,16
77472,18724700,35.0,40
77473,11500000,77.0,1
77474,31700000,74.5,25
77475,16500000,46.8,3
77476,19451520,61.4,3
77477,65000000,123.0,4
77478,11653180,38.5,4
77479,17370477,76.7,2
77480,34500000,90.0,4
77481,7000000,23.8,3
77483,10900000,43.2,7
77484,10200000,45.0,3
77485,20500000,64.0,4
77486,13500000,35.0,4
77487,20000000,43.0,8
77488,29581200,66.0,33
77489,16480360,53.3,5
77490,12495000,34.3,7
77491,23600000,53.3,6
77492,18300000,43.72,10
77493,11900000,63.7,15
77494,8990000,38.0,12
77495,24603733,65.21,33
77496,7600000,43.3,2
77497,6900000,35.5,4
77498,17900000,76.0,12
77499,59763320,99.0,19
77500,6500000,35.0,2
77501,12500000,49.0,4
77502,19677573,62.9,4
77503,33900000,92.5,13
77504,16850000,76.0,2
77505,6700000,28.0,2
77506,30240784,69.0,8
77507,34474010,100.6,24
77508,34000560,64.8,14
77509,11199000,74.1,12
77510,23800000,60.0,4
77511,10500000,60.3,6
77512,14000000,48.0,7
77513,7000000,38.0,4
77514,7111507,34.74,9
77515,22000000,52.0,11
77516,19000000,45.15,4
77517,5650000,44.0,1
77518,18800000,50.02,5
77519,11850000,37.3,19
77520,16500000,59.8,1
77522,5815380,28.23,8
77523,13000000,53.0,6
77524,13800000,62.7,12
77525,10001807,59.4,1
77527,24728456,108.0,2
77528,33045676,67.0,37
77529,17500000,73.5,12
77530,10890000,45.0,5
77531,14584800,30.9,14
77532,8150000,44.0,13
77533,19000000,83.6,13
77534,11550000,46.0,10
77535,27487880,102.0,34
77536,24267000,55.8,20
77537,14500000,70.0,5
77538,14800000,68.4,7
77539,78606000,94.9,20
77540,9250000,61.4,4
77541,32500000,54.3,12
77542,12000000,48.0,17
77543,12456000,35.0,17
77544,19000000,54.8,15
77545,49400000,110.0,11
77546,21888677,62.2,18
77547,39900000,106.5,15
77548,12902400,58.0,8
77549,13865778,51.0,16
77550,12950000,100.0,11
77551,21500000,72.0,11
77552,12065760,27.0,27
77553,9850000,31.4,9
77554,8713042,40.4,5
77555,9500000,70.9,7
77557,16348285,79.0,4
77558,10764943,33.0,13
77559,73000000,130.0,8
77560,18850000,38.4,8
77561,24950000,51.0,5
77562,33647088,92.0,37
77563,6200000,31.0,3
77564,17900000,74.0,4
77565,36500000,85.5,7
77566,17951100,31.81,25
77567,10600000,35.0,6
77568,6150000,32.0,7
77569,70000000,92.4,11
77570,43000000,73.0,11
77571,26388000,73.36,16
77572,43700000,91.0,16
77573,8412932,24.0,7
77574,18100000,59.7,5
77575,5700000,42.4,19
77576,27000000,77.0,21
77577,16300000,53.1,4
77578,13800000,54.0,6
77579,16500000,86.5,2
77580,6700000,31.7,1
77581,14523139,52.0,12
77582,14837572,80.53,8
77584,34000000,75.7,1
77585,5800000,30.0,10
77586,11616426,62.1,3
77587,9920451,32.9,14
77588,22046527,69.75,7
77589,10650000,44.6,7
77591,17500000,73.9,7
77592,12400000,74.3,7
77593,15000000,78.0,10
77594,5000000,31.5,3
77595,9390000,39.0,3
77596,8450000,65.0,4
77597,17500000,50.0,2
77598,6951714,33.98,6
77599,14446139,59.4,16
77600,14000000,42.0,6
77601,5700000,31.0,2
77603,7825595,28.7,14
77604,8400000,24.0,8
77605,20448380,44.0,27
77606,27470105,76.7,5
77607,11718000,54.0,6
77608,13674386,50.9,13
77609,20189540,58.1,12
77610,17800000,82.0,7
77611,13500000,60.2,2
77612,6450000,36.9,13
77613,18200000,85.0,30
77614,23000000,64.0,7
77615,23550400,82.0,22
77616,10888888,62.0,13
77618,33240600,93.9,21
77619,17000000,78.0,14
77620,16985264,44.0,3
77621,12500000,62.7,24
77622,11750000,53.3,4
77623,11500000,35.0,7
77624,12400000,58.6,1
77625,10910000,71.3,3
77626,22192730,71.0,17
77627,14719080,29.9,19
77628,51000000,88.4,3
77629,10629990,52.53,15
77630,29300000,75.0,2
77631,42000000,110.0,2
77632,10400000,53.0,10
77633,58565000,68.9,9
77634,31500000,78.0,7
77635,19000000,63.4,17
77636,15000000,62.5,4
77637,12366225,30.5,35
77638,24943544,60.9,15
77639,24000000,73.4,17
77640,15999999,90.7,6
77641,9700000,65.9,3
77642,63200000,79.2,2
77643,10724785,40.1,6
77644,16950000,57.4,4
77645,21960000,75.0,13
77646,8100000,52.7,4
77647,59763318,98.6,19
77648,12700000,67.0,13
77649,19900000,104.5,4
77651,19242773,67.8,2
77652,5450000,25.2,2
77653,14800000,106.1,3
77654,70000000,131.5,10
77655,14000000,50.0,9
77656,11200000,73.1,3
77658,6250000,46.6,1
77659,30000000,77.5,15
77660,5449000,38.0,6
77661,14313424,61.0,4
77662,24300000,55.0,14
77664,11078474,39.0,4
77665,67950000,137.4,5
77666,7525048,26.0,2
77667,9536621,39.65,10
77668,8303942,32.0,10
77669,7500000,50.3,3
77670,7800000,53.0,2
77672,8750000,32.0,5
77673,31230000,61.25,11
77674,15805038,64.3,20
77675,8700000,39.4,5
77676,8000000,61.9,23
77677,9900000,60.0,6
77678,26168500,52.6,5
77679,14850000,59.2,5
77680,12499990,57.0,8
77681,12900000,50.0,5
77682,28000000,75.0,6
77683,12300000,42.8,6
77684,20008665,93.8,26
77685,12700000,79.0,6
77686,26798150,53.5,2
77687,17400000,51.0,2
77688,7826918,35.9,4
77689,58000000,89.0,10
77690,15500000,58.7,6
77691,36371160,84.91,20
77692,8400000,32.9,1
77693,9250000,62.53,1
77694,7489000,47.5,4
77695,15100000,54.0,3
77696,65000000,145.0,4
77697,10200000,39.1,13
77698,25897410,40.7,17
77700,7500000,24.0,3
77701,9246442,24.3,11
77702,11500000,37.9,6
77703,128305530,129.21,2
77704,20699680,42.0,2
77705,24354994,61.6,15
77706,15700000,57.1,27
77707,14900000,54.0,2
77708,84480963,88.4,4
77712,8500000,39.0,1
77713,18826473,89.1,16
77714,7000000,30.6,8
77715,15717270,47.0,19
77716,10124165,35.8,2
77717,28344800,64.42,33
77718,55000000,83.0,5
77719,25000000,28.0,19
77721,23487200,68.0,2
77722,7600000,60.1,10
77723,19700000,44.8,7
77724,26989084,71.72,6
77725,6819714,52.09,1
77726,14604692,61.2,30
77727,18150000,54.0,5
77728,14000000,35.0,7
77729,19200000,91.0,12
77730,23500000,80.0,2
77731,19700000,105.0,8
77732,9140822,24.0,11
77733,10433025,26.7,28
77734,14984806,35.8,5
77735,12000000,50.3,1
77736,10999000,26.35,13
77737,9800000,44.4,7
77738,39990000,55.1,4
77740,16499999,45.5,30
77741,13700000,85.0,8
77743,49119040,107.2,14
77744,31700000,150.3,4
77745,31000000,51.8,2
77746,22176920,76.0,13
77747,17150000,44.0,1
77748,19000000,77.0,6
77749,13202156,40.0,7
77750,10400000,44.7,8
77751,10222997,60.7,4
77752,29969746,65.4,3
77753,14382802,56.1,3
77754,17600000,80.0,2
77755,42000000,91.0,5
77756,10700000,33.6,4
77757,20958856,35.0,7
77758,50500000,155.7,20
77759,22338120,78.6,2
77760,14000000,64.5,7
77761,12990000,58.1,6
77762,19846050,61.5,3
77763,58897985,107.8,2
77764,10056076,40.5,13
77765,9233696,35.9,9
77766,37600000,99.0,17
77767,11500000,56.1,2
77768,7433937,24.0,5
77769,10500000,51.4,7
77770,14200000,39.0,6
77771,44572000,101.3,13
77772,42880590,100.24,3
77773,22220000,40.1,8
77774,12426000,55.0,10
77775,20500000,81.1,8
77776,9713970,25.2,15
77777,9259249,50.95,6
77778,16500000,75.0,13
77779,8500000,65.0,4
77781,12352500,25.0,3
77782,10252597,33.0,25
77783,20326680,65.0,37
77784,15150000,51.0,13
77785,9900000,32.0,19
77786,9680000,37.0,7
77787,28140000,64.7,7
77788,24935592,65.14,42
77789,13100000,65.1,7
77790,17300000,41.8,7
77791,21200000,45.7,9
77792,14516246,33.6,21
77793,46500000,75.0,18
77794,35500000,58.0,6
77795,22245300,69.3,35
77796,82100000,101.47,3
77797,8400000,33.0,3
77798,13168528,40.6,16
77799,18990000,59.7,2
77800,11663916,45.3,27
77801,8550000,34.0,10
77802,9100000,33.1,5
77803,6984144,26.0,12
77804,9900000,73.3,7
77805,41500000,100.0,3
77806,8400000,53.0,9
77807,9800000,42.7,7
77808,38911040,92.8,28
77809,14659937,31.0,43
77810,40862800,81.4,7
77811,9750000,36.3,10
77812,69000000,93.0,18
77813,79300000,115.3,11
77814,24913664,61.0,5
77815,55480950,90.0,2
77816,9500000,45.0,3
77817,11100000,40.1,3
77818,11000000,33.8,10
77822,14500000,60.0,7
77823,14100000,34.0,6
77824,18700000,71.7,2
77825,5500000,31.0,17
77826,20963800,73.3,2
77827,14500000,54.0,2
77828,20190000,79.7,10
77830,28324800,33.72,6
77832,20200512,62.81,10
77833,12700000,67.7,2
77834,33078240,80.6,20
77835,16000000,60.0,6
77836,13158358,40.0,6
77837,8331850,35.5,6
77838,5400000,36.0,15
77839,33161060,108.0,14
77840,12350000,32.7,20
77841,19999999,48.2,17
77842,9000000,53.0,2
77843,17990000,48.0,7
77844,11700000,37.3,3
77845,15300000,40.5,8
77846,6500000,42.0,2
77847,15570000,99.0,8
77848,52476366,100.11,9
77849,14850000,37.9,5
77850,13500000,39.0,2
77851,34486380,84.9,13
77852,8000000,62.0,4
77853,11000000,44.5,2
77854,18400000,58.0,7
77855,6900000,43.9,6
77856,5700000,31.0,14
77857,18200000,66.0,6
77858,40000000,101.6,5
77859,7800000,33.8,2
77860,14500000,50.3,4
77861,24074500,45.0,30
77862,41900000,146.0,16
77863,40428470,83.0,10
77864,6700000,30.0,10
77865,46392500,68.75,12
77866,35000000,116.0,10
77867,13700000,45.2,9
77868,15900000,51.5,12
77869,17771803,34.8,5
77870,5900000,37.1,19
77871,32000000,93.1,4
77872,15600000,60.0,2
77873,12900000,49.1,9
77874,42790500,92.5,9
77875,33800000,80.0,22
77877,6700000,32.0,16
77878,17000000,82.3,8
77879,18050000,38.07,3
77881,31500000,95.0,6
77882,18500000,85.0,20
77884,70000000,85.0,6
77885,8450000,56.0,8
77886,6000000,32.0,3
77887,21200000,53.0,11
77888,11700000,64.7,4
77889,14000000,43.6,1
77890,27500000,58.0,3
77891,65251380,120.0,35
77892,52000000,83.0,9
77893,22500000,77.0,3
77894,14900000,81.0,2
77895,24639872,71.0,45
77896,67359366,75.45,3
77897,9480000,50.7,5
77898,27000000,70.4,4
77899,15800000,78.6,6
77900,11700000,45.0,8
77901,8800000,44.0,3
77902,28300000,76.6,8
77903,10550000,60.0,15
77904,15740634,75.0,3
77905,15900000,35.0,13
77906,69500000,139.0,4
77907,56653029,110.07,6
77908,16600000,46.8,11
77909,22153174,98.5,16
77910,27600000,80.2,8
77911,11500000,35.4,5
77912,110000000,130.0,2
77913,24500000,65.0,11
